word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition,Group
墙,"墻,牆",qiáng,qiang2,2,二级,"wall/CL:面[mian4],堵[du3]",Group 29
晴,晴,qíng,qing2,2,二级,clear/fine (weather),Group 29
轻,輕,qīng,qing1,2,二级,light/easy/gentle/soft/reckless/unimportant/frivolous/small in number/unstressed/neutral/to disparage,Group 29
青年,青年,qīng nián,qing1 nian2,2,二级,youth/youthful years/young person/the young,Group 29
请客,請客,qǐng kè,qing3 ke4,2,二级,to give a dinner party/to entertain guests/to invite to dinner,Group 30
清楚,清楚,qīng chǔ,qing1 chu3,2,二级,clear/distinct/to understand thoroughly/to be clear about,Group 30
请求,請求,qǐng qiú,qing3 qiu2,2,二级,to request; to ask/request (CL:個|个[ge4]),Group 30
青少年,青少年,qīng shào nián,qing1 shao4 nian2,2,二级,adolescent/youth/teenager,Group 30
晴天,晴天,qíng tiān,qing2 tian1,2,二级,clear sky/sunny day,Group 30
求,求,qiú,qiu2,2,二级,to seek/to look for/to request/to demand/to beseech,Group 30
球场,球場,qiú chǎng,qiu2 chang3,2,二级,"stadium/sports ground/court/pitch/field/golf course/CL:個|个[ge4],處|处[chu4]",Group 30
球队,球隊,qiú duì,qiu2 dui4,2,二级,"sports team (basketball, soccer, football etc)",Group 30
秋天,秋天,qiū tiān,qiu1 tian1,2,二级,autumn/CL:個|个[ge4],Group 30
球鞋,球鞋,qiú xié,qiu2 xie2,2,二级,athletic shoes,Group 30
取得,取得,qǔ de,qu3 de,2,二级,to acquire; to get; to obtain,Group 30
取,取,qǔ,qu3,2,二级,to take/to get/to choose/to fetch,Group 30
全,全,quán,quan2,2,二级,all/whole/entire/every/complete,Group 30
全部,全部,quán bù,quan2 bu4,2,二级,whole; all,Group 30
全国,全國,quán guó,quan2 guo2,2,二级,whole nation/nationwide/countrywide/national,Group 30
全家,全家,quán jiā,quan2 jia1,2,二级,whole family,Group 31
全年,全年,quán nián,quan2 nian2,2,二级,the whole year/all year long,Group 31
全身,全身,quán shēn,quan2 shen1,2,二级,the whole body/(typography) em,Group 31
全体,全體,quán tǐ,quan2 ti3,2,二级,all/entire,Group 31
然后,然後,rán hòu,ran2 hou4,2,二级,then; after that; afterwards,Group 31
让,讓,ràng,rang4,2,二级,"to yield/to permit/to let sb do sth/to have sb do sth/to make sb (feel sad etc)/by (indicates the agent in a passive clause, like 被[bei4])",Group 31
热情,熱情,rè qíng,re4 qing2,2,二级,cordial/enthusiastic/passion/passionate/passionately,Group 31
人口,人口,rén kǒu,ren2 kou3,2,二级,population/people,Group 31
人们,人們,rén men,ren2 men,2,二级,people,Group 31
人数,人數,rén shù,ren2 shu4,2,二级,number of people,Group 31
认为,認為,rèn wéi,ren4 wei2,2,二级,to believe; to think; to consider; to feel,Group 31
日报,日報,rì bào,ri4 bao4,2,二级,daily newspaper,Group 31
日子,日子,rì zi,ri4 zi,2,二级,day/a (calendar) date/days of one's life,Group 31
如果,如果,rú guǒ,ru2 guo3,2,二级,if/in case/in the event that,Group 31
入口,入口,rù kǒu,ru4 kou3,2,二级,entrance/to import,Group 31
商量,商量,shāng liáng,shang1 liang2,2,二级,to consult/to talk over/to discuss,Group 31
商人,商人,shāng rén,shang1 ren2,2,二级,merchant/businessman,Group 32
上周,上周,shàng zhōu,shang4 zhou1,2,二级,last week,Group 32
少年,少年,shào nián,shao4 nian2,2,二级,early youth/youngster/(literary) youth/young man,Group 32
少数,少數,shǎo shù,shao3 shu4,2,二级,small number/few/minority,Group 32
身边,身邊,shēn biān,shen1 bian1,2,二级,at one's side/on hand,Group 32
什么样,什麼樣,shén me yàng,shen2 me yang4,2,二级,what kind?; what sort?,Group 32
生,生,shēng,sheng1,2,二级,to be born/to give birth/life/to grow/raw/uncooked/student,Group 32
生词,生詞,shēng cí,sheng1 ci2,2,二级,"new word (in textbook)/word that is unfamiliar or not yet studied/CL:組|组[zu3],個|个[ge4]",Group 32
生活,生活,shēng huó,sheng1 huo2,2,二级,to live/life/livelihood,Group 32
声音,聲音,shēng yīn,sheng1 yin1,2,二级,voice/sound/CL:個|个[ge4],Group 32
省,省,shěng,sheng3,2,二级,(bound form) to scrutinize/(bound form) to reflect (on one's conduct)/(bound form) to come to realize/(bound form) to pay a visit (to one's parents or elders),Group 32
省,省,shěng,sheng3,2,二级,(bound form) to scrutinize/(bound form) to reflect (on one's conduct)/(bound form) to come to realize/(bound form) to pay a visit (to one's parents or elders),Group 32
十分,十分,shí fēn,shi2 fen1,2,二级,very/completely/utterly/extremely/absolutely/hundred percent/to divide into ten equal parts,Group 33
市,市,shì,shi4,2,二级,market/city/CL:個|个[ge4],Group 33
实际,實際,shí jì,shi2 ji4,2,二级,reality/practice/practical/realistic/real/actual,Group 33
食物,食物,shí wù,shi2 wu4,2,二级,food/CL:種|种[zhong3],Group 33
实习,實習,shí xí,shi2 xi2,2,二级,to practice/field work/to intern/internship,Group 33
实现,實現,shí xiàn,shi2 xian4,2,二级,to achieve; to implement; to realize; to bring about,Group 33
使用,使用,shǐ yòng,shi3 yong4,2,二级,to use/to employ/to apply/to make use of,Group 33
实在,實在,shí zài,shi2 zai4,2,二级,really/actually/indeed/true/real/honest/dependable/(philosophy) reality,Group 33
实在,實在,shí zài,shi2 zai4,2,二级,really/actually/indeed/true/real/honest/dependable/(philosophy) reality,Group 33
市长,市長,shì zhǎng,shi4 zhang3,2,二级,mayor,Group 33
事情,事情,shì qíng,shi4 qing2,2,二级,"affair; matter; thing; business/CL:件[jian4],樁|桩[zhuang1]",Group 33
收,收,shōu,shou1,2,二级,to receive/to accept/to collect/to put away/to restrain/to stop/in care of (used on address line after name),Group 33
手表,手錶,shǒu biǎo,shou3 biao3,2,二级,"wristwatch/CL:塊|块[kuai4],隻|只[zhi1],個|个[ge4]",Group 33
收到,收到,shōu dào,shou1 dao4,2,二级,to receive,Group 33
受到,受到,shòu dào,shou4 dao4,2,二级,"to receive (praise, an education, punishment etc)/to be ...ed (praised, educated, punished etc)",Group 33
收入,收入,shōu rù,shou1 ru4,2,二级,"to take in/income/revenue/CL:筆|笔[bi3],個|个[ge4]",Group 33
舒服,舒服,shū fú,shu1 fu2,2,二级,comfortable/feeling well,Group 34
熟,熟,shú,shu2,2,二级,ripe; mature/thoroughly cooked; done/familiar; acquainted/experienced; skilled/(of sleep etc) deep; profound/also pr. [shou2],Group 34
数,數,shù,shu4,2,二级,(literary) frequently; repeatedly,Group 34
数字,數字,shù zì,shu4 zi4,2,二级,numeral/digit/number/figure/amount/digital (electronics etc)/CL:個|个[ge4],Group 34
水平,水平,shuǐ píng,shui3 ping2,2,二级,level (of achievement etc)/standard/horizontal,Group 34
顺利,順利,shùn lì,shun4 li4,2,二级,smoothly; without a hitch,Group 34
说明,說明,shuō míng,shuo1 ming2,2,二级,to explain/to illustrate/to indicate/to show/to prove/explanation/directions/caption/CL:個|个[ge4],Group 34
司机,司機,sī jī,si1 ji1,2,二级,chauffeur; driver,Group 34
送到,送到,sòng dào,song4 dao4,2,二级,sent to,Group 34
送给,送給,sòng gěi,song4 gei3,2,二级,to send/to give as a present,Group 34
算,算,suàn,suan4,2,二级,to regard as/to figure/to calculate/to compute,Group 34
随便,隨便,suí biàn,sui2 bian4,2,二级,as one wishes/as one pleases/at random/negligent/casual/wanton,Group 34
虽然,雖然,suī rán,sui1 ran2,2,二级,although; even though (often used correlatively with 可是[ke3 shi4] or 但是[dan4 shi4] etc),Group 34
随时,隨時,suí shí,sui2 shi2,2,二级,at any time; at all times/at the right time; whenever necessary,Group 34
所以,所以,suǒ yǐ,suo3 yi3,2,二级,therefore/as a result/so/the reason why,Group 34
所有,所有,suǒ yǒu,suo3 you3,2,二级,all/to have; to possess; to own,Group 34
它,它,tā,ta1,2,二级,it,Group 34
它们,它們,tā men,ta1 men,2,二级,they; them,Group 34
态度,態度,tài dù,tai4 du4,2,二级,manner/bearing/attitude/approach/CL:個|个[ge4],Group 35
太太,太太,tài tài,tai4 tai4,2,二级,"married woman/Mrs./Madam/wife/CL:個|个[ge4],位[wei4]",Group 35
太阳,太陽,tài yáng,tai4 yang2,2,二级,sun/CL:個|个[ge4]/abbr. for 太陽穴|太阳穴[tai4 yang2 xue2],Group 35
讨论,討論,tǎo lùn,tao3 lun4,2,二级,to discuss; to talk over,Group 35
套,套,tào,tao4,2,二级,"to cover/to encase/cover/sheath/to overlap/to interleave/to model after/to copy/formula/harness/loop of rope/(fig.) to fish for/to obtain slyly/classifier for sets, collections/bend (of a river or mountain range, in place names)/tau (Greek letter Ττ)",Group 35
特别,特別,tè bié,te4 bie2,2,二级,unusual; special/very; especially; particularly/expressly; for a specific purpose/(often followed by 是[shi4]) in particular,Group 35
特点,特點,tè diǎn,te4 dian3,2,二级,characteristic (feature)/trait/feature/CL:個|个[ge4],Group 35
疼,疼,téng,teng2,2,二级,(it) hurts; sore/to love dearly,Group 35
题,題,tí,ti2,2,二级,"topic/problem for discussion/exam question/subject/to inscribe/to mention/CL:個|个[ge4],道[dao4]",Group 35
提出,提出,tí chū,ti2 chu1,2,二级,to raise (an issue)/to propose/to put forward/to suggest/to post (on a website)/to withdraw (cash),Group 35
提到,提到,tí dào,ti2 dao4,2,二级,to mention/to raise (a subject)/to refer to,Group 35
提,提,tí,ti2,2,二级,to carry (hanging down from the hand)/to lift/to put forward/to mention/to raise (an issue)/upwards character stroke/lifting brush stroke (in painting)/scoop for measuring liquid,Group 35
提高,提高,tí gāo,ti2 gao1,2,二级,to raise/to increase/to improve,Group 35
体育,體育,tǐ yù,ti3 yu4,2,二级,sports/physical education,Group 35
体育场,體育場,tǐ yù chǎng,ti3 yu4 chang3,2,二级,"stadium/CL:個|个[ge4],座[zuo4]",Group 35
体育馆,體育館,tǐ yù guǎn,ti3 yu4 guan3,2,二级,gym/gymnasium/stadium/CL:個|个[ge4],Group 36
天上,天上,tiān shàng,tian1 shang4,2,二级,celestial/heavenly,Group 36
条,條,tiáo,tiao2,2,二级,"strip/item/article/clause (of law or treaty)/classifier for long thin things (ribbon, river, road, trousers etc)",Group 36
条件,條件,tiáo jiàn,tiao2 jian4,2,二级,condition; circumstance; term; factor/requirement; prerequisite; qualification/situation; state; condition/CL:個|个[ge4],Group 36
停,停,tíng,ting2,2,二级,to stop/to halt/to park (a car),Group 36
停车,停車,tíng chē,ting2 che1,2,二级,to pull up (stop one's vehicle)/to park/(of a machine) to stop working/to stall,Group 36
停车场,停車場,tíng chē chǎng,ting2 che1 chang3,2,二级,parking lot/car park,Group 36
听说,聽說,tīng shuō,ting1 shuo1,2,二级,to hear (sth said)/one hears (that)/hearsay/listening and speaking,Group 36
挺,挺,tǐng,ting3,2,二级,straight/erect/to stick out (a part of the body)/to (physically) straighten up/to support/to withstand/outstanding/(coll.) quite/very/classifier for machine guns,Group 36
挺好,挺好,tǐng hǎo,ting3 hao3,2,二级,very good,Group 36
听讲,聽講,tīng jiǎng,ting1 jiang3,2,二级,to attend a lecture/to listen to a talk,Group 37
通过,通過,tōng guò,tong1 guo4,2,二级,to pass through; to get through/to adopt (a resolution); to pass (legislation)/to pass (a test)/by means of; through; via,Group 37
同时,同時,tóng shí,tong2 shi2,2,二级,at the same time/simultaneously,Group 37
同事,同事,tóng shì,tong2 shi4,2,二级,"colleague; co-worker/CL:個|个[ge4],位[wei4]",Group 37
通,通,tōng,tong1,2,二级,"classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)",Group 37
同样,同樣,tóng yàng,tong2 yang4,2,二级,same; equal; similar/similarly; also; too,Group 37
通知,通知,tōng zhī,tong1 zhi1,2,二级,to notify/to inform/notice/notification/CL:個|个[ge4],Group 37
头发,頭髮,tóu fà,tou2 fa4,2,二级,hair (on the head),Group 37
头,頭,tóu,tou2,2,二级,suffix for nouns,Group 37
头,頭,tóu,tou2,2,二级,suffix for nouns,Group 37
图片,圖片,tú piàn,tu2 pian4,2,二级,picture; photograph/CL:張|张[zhang1],Group 37
腿,"骽,腿",tuǐ,tui3,2,二级,hip bone/old variant of 腿[tui3],Group 37
推,推,tuī,tui1,2,二级,to push/to cut/to refuse/to reject/to decline/to shirk (responsibility)/to put off/to delay/to push forward/to nominate/to elect/massage,Group 37
外地,外地,wài dì,wai4 di4,2,二级,parts of the country other than where one is,Group 38
外卖,外賣,wài mài,wai4 mai4,2,二级,(of a restaurant) to provide a takeout or home delivery meal/takeout (business)/takeout (meal),Group 38
碗,"碗,㼝,椀,盌",wǎn,wan3,2,二级,"bowl/cup/CL:隻|只[zhi1],個|个[ge4]",Group 38
晚安,晚安,wǎn ān,wan3 an1,2,二级,Good night!/Good evening!,Group 38
晚报,晚報,wǎn bào,wan3 bao4,2,二级,evening newspaper/(in a newspaper's name) Evening News,Group 38
晚餐,晚餐,wǎn cān,wan3 can1,2,二级,"evening meal/dinner/CL:份[fen4],頓|顿[dun4],次[ci4]",Group 38
晚会,晚會,wǎn huì,wan3 hui4,2,二级,evening party/CL:個|个[ge4],Group 38
完,完,wán,wan2,2,二级,to finish/to be over/whole/complete/entire,Group 38
完成,完成,wán chéng,wan2 cheng2,2,二级,to complete; to accomplish,Group 38
完全,完全,wán quán,wan2 quan2,2,二级,complete; whole/totally; entirely,Group 38
万,"万,萬",wàn,wan4,2,二级,ten thousand/a great number,Group 38
网,網,wǎng,wang3,2,二级,net/network,Group 38
网球,網球,wǎng qiú,wang3 qiu2,2,二级,tennis/tennis ball/CL:個|个[ge4],Group 38
往,"徃,往",wǎng,wang3,2,二级,old variant of 往[wang3],Group 38
网站,網站,wǎng zhàn,wang3 zhan4,2,二级,website,Group 38
喂,"喂,餵,餧",wèi,wei4,2,二级,to feed,Group 38
位,位,wèi,wei4,2,二级,position/location/place/seat/classifier for people (honorific)/classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)/(physics) potential,Group 38
味道,味道,wèi dào,wei4 dao4,2,二级,flavor; taste/(fig.) feeling (of ...); sense (of ...); hint (of ...)/(fig.) interest; delight/(dialect) smell; odor,Group 38
为什么,為什麼,wèi shén me,wei4 shen2 me,2,二级,why?/for what reason?,Group 39
为,"為,爲",wèi,wei4,2,二级,variant of 為|为[wei4],Group 39
闻,聞,wén,wen2,2,二级,to hear/news/well-known/famous/reputation/fame/to smell/to sniff at,Group 39
温度,溫度,wēn dù,wen1 du4,2,二级,temperature/CL:個|个[ge4],Group 39
问路,問路,wèn lù,wen4 lu4,2,二级,to ask for directions/to ask the way (to some place),Group 39
问题,問題,wèn tí,wen4 ti2,2,二级,question/problem/issue/topic/CL:個|个[ge4],Group 39
午餐,午餐,wǔ cān,wu3 can1,2,二级,"lunch/luncheon/CL:份[fen4],頓|顿[dun4],次[ci4]",Group 39
午睡,午睡,wǔ shuì,wu3 shui4,2,二级,to take a nap/siesta,Group 39
西北,西北,xī běi,xi1 bei3,2,二级,northwest,Group 39
西餐,西餐,xī cān,xi1 can1,2,二级,"Western-style food/CL:份[fen4],頓|顿[dun4]",Group 39
西方,西方,xī fāng,xi1 fang1,2,二级,the West/the Occident/Western countries,Group 39
习惯,習慣,xí guàn,xi2 guan4,2,二级,habit/custom/usual practice/to be used to/CL:個|个[ge4],Group 40
西南,西南,xī nán,xi1 nan2,2,二级,southwest,Group 40
洗衣机,洗衣機,xǐ yī jī,xi3 yi1 ji1,2,二级,washing machine; washer/CL:臺|台[tai2],Group 40
西医,西醫,xī yī,xi1 yi1,2,二级,Western medicine/a doctor trained in Western medicine,Group 40
洗澡,洗澡,xǐ zǎo,xi3 zao3,2,二级,to bathe/to take a shower,Group 40
下,下,xià,xia4,2,二级,"down/downwards/below/lower/later/next (week etc)/second (of two parts)/to decline/to go down/to arrive at (a decision, conclusion etc)/measure word to show the frequency of an action",Group 40
夏天,夏天,xià tiān,xia4 tian1,2,二级,summer/CL:個|个[ge4],Group 40
下雪,下雪,xià xuě,xia4 xue3,2,二级,to snow,Group 40
下周,下週,xià zhōu,xia4 zhou1,2,二级,next week,Group 40
向,"向,嚮,曏",xiàng,xiang4,2,二级,variant of 向[xiang4]/direction/orientation/to face/to turn toward/to/towards/shortly before/formerly,Group 40
像,像,xiàng,xiang4,2,二级,to resemble/to be like/to look as if/such as/appearance/image/portrait/image under a mapping (math.),Group 41
响,響,xiǎng,xiang3,2,二级,echo/sound/noise/to make a sound/to sound/to ring/loud/classifier for noises,Group 41
想到,想到,xiǎng dào,xiang3 dao4,2,二级,to think of/to call to mind/to anticipate,Group 41
想法,想法,xiǎng fǎ,xiang3 fa3,2,二级,way of thinking; opinion; notion/to think of a way (to do sth)/CL:個|个[ge4],Group 41
相机,相機,xiàng jī,xiang4 ji1,2,二级,camera (abbr. for 照相機|照相机[zhao4 xiang4 ji1])/at the opportune moment/as the circumstances allow,Group 41
想起,想起,xiǎng qǐ,xiang3 qi3,2,二级,to recall/to think of/to call to mind,Group 41
相同,相同,xiāng tóng,xiang1 tong2,2,二级,identical/same,Group 41
相信,相信,xiāng xìn,xiang1 xin4,2,二级,to be convinced (that sth is true); to believe; to accept sth as true,Group 41
小,小,xiǎo,xiao3,2,二级,small/tiny/few/young,Group 41
笑话,笑話,xiào huà,xiao4 hua4,2,二级,joke; jest (CL:個|个[ge4])/to laugh at; to mock/ridiculous; absurd,Group 41
笑话儿,笑話兒,xiào huà ér,xiao4 hua4 er2,2,二级,erhua variant of 笑話|笑话[xiao4 hua5],Group 41
小声,小聲,xiǎo shēng,xiao3 sheng1,2,二级,in a low voice/(speak) in whispers,Group 41
小时候,小時候,xiǎo shí hòu,xiao3 shi2 hou4,2,二级,in one's childhood,Group 41
小说,小說,xiǎo shuō,xiao3 shuo1,2,二级,"novel/fiction/CL:本[ben3],部[bu4]",Group 41
小心,小心,xiǎo xīn,xiao3 xin1,2,二级,to be careful/to take care,Group 41
校园,校園,xiào yuán,xiao4 yuan2,2,二级,campus,Group 42
校长,校長,xiào zhǎng,xiao4 zhang3,2,二级,"(college, university) president/headmaster/CL:個|个[ge4],位[wei4],名[ming2]",Group 42
小组,小組,xiǎo zǔ,xiao3 zu3,2,二级,group,Group 42
鞋,"鞋,鞵",xié,xie2,2,二级,variant of 鞋[xie2],Group 42
信号,信號,xìn hào,xin4 hao4,2,二级,signal,Group 42
心里,心裡,xīn lǐ,xin1 li3,2,二级,chest/heart/mind,Group 42
心情,心情,xīn qíng,xin1 qing2,2,二级,mood; frame of mind/CL:個|个[ge4],Group 42
信,信,xìn,xin4,2,二级,letter/mail/CL:封[feng1]/to trust/to believe/to profess faith in/truthful/confidence/trust/at will/at random,Group 42
新闻,新聞,xīn wén,xin1 wen2,2,二级,"news/CL:條|条[tiao2],個|个[ge4]",Group 42
信息,信息,xìn xī,xin4 xi1,2,二级,information/news/message,Group 42
信心,信心,xìn xīn,xin4 xin1,2,二级,confidence/faith (in sb or sth)/CL:個|个[ge4],Group 42
信用卡,信用卡,xìn yòng kǎ,xin4 yong4 ka3,2,二级,credit card,Group 42
心中,心中,xīn zhōng,xin1 zhong1,2,二级,central point/in one's thoughts/in one's heart,Group 42
行动,行動,xíng dòng,xing2 dong4,2,二级,operation/action/CL:個|个[ge4]/to move about/mobile,Group 42
行人,行人,xíng rén,xing2 ren2,2,二级,pedestrian/traveler on foot/passer-by/official responsible for arranging audiences with the emperor,Group 42
姓,姓,xìng,xing4,2,二级,family name/surname/CL:個|个[ge4]/to be surnamed,Group 42
姓名,姓名,xìng míng,xing4 ming2,2,二级,surname and given name/full name,Group 43
行为,行為,xíng wéi,xing2 wei2,2,二级,action/conduct/behavior/activity,Group 43
星星,星星,xīng xīng,xing1 xing1,2,二级,(coll.) a star; the stars in the sky,Group 43
休假,休假,xiū jià,xiu1 jia4,2,二级,to go on vacation; to have a holiday; to take leave,Group 43
许多,許多,xǔ duō,xu3 duo1,2,二级,many/a lot of/much,Group 43
选,選,xuǎn,xuan3,2,二级,to choose/to pick/to select/to elect,Group 43
雪,雪,xuě,xue3,2,二级,snow/CL:場|场[chang2]/(literary) to wipe away (a humiliation etc),Group 43
学期,學期,xué qī,xue2 qi1,2,二级,term/semester/CL:個|个[ge4],Group 43
颜色,顏色,yán sè,yan2 se4,2,二级,color/countenance/appearance/facial expression/pigment/dyestuff,Group 43
眼,眼,yǎn,yan3,2,二级,"eye/small hole/crux (of a matter)/CL:隻|只[zhi1],雙|双[shuang1]/classifier for big hollow things (wells, stoves, pots etc)",Group 43
眼睛,眼睛,yǎn jīng,yan3 jing1,2,二级,"eye/CL:隻|只[zhi1],雙|双[shuang1]",Group 43
养,養,yǎng,yang3,2,二级,to raise (animals)/to bring up (children)/to keep (pets)/to support/to give birth,Group 43
样子,樣子,yàng zi,yang4 zi,2,二级,appearance/manner/pattern/model,Group 44
药,"葯,藥",yào,yao4,2,二级,"medicine/drug/substance used for a specific purpose (e.g. poisoning, explosion, fermenting)/CL:種|种[zhong3],服[fu4],味[wei4]/to poison",Group 44
药店,藥店,yào diàn,yao4 dian4,2,二级,pharmacy,Group 44
药片,藥片,yào piàn,yao4 pian4,2,二级,a (medicine) pill or tablet/CL:片[pian4],Group 44
要求,要求,yāo qiú,yao1 qiu2,2,二级,to request/to require/requirement/to stake a claim/to ask/to demand/CL:點|点[dian3],Group 44
药水,藥水,yào shuǐ,yao4 shui3,2,二级,medicine in liquid form/bottled medicine/lotion,Group 44
夜,"夜,亱",yè,ye4,2,二级,night,Group 44
夜里,夜裡,yè lǐ,ye4 li3,2,二级,during the night/at night/nighttime,Group 44
也许,也許,yě xǔ,ye3 xu3,2,二级,perhaps/maybe,Group 44
亿,億,yì,yi4,2,二级,100 million,Group 44
一般,一般,yì bān,yi4 ban1,2,二级,same/ordinary/so-so/common/general/generally/in general,Group 45
一点点,一點點,yì diǎn diǎn,yi4 dian3 dian3,2,二级,a little bit,Group 45
一定,一定,yí dìng,yi2 ding4,2,二级,surely/certainly/necessarily/fixed/a certain (extent etc)/given/particular/must,Group 45
一共,一共,yī gòng,yi1 gong4,2,二级,altogether,Group 45
一会儿,一會兒,yī huì er,yi1 hui4 er,2,二级,a moment/a while/in a moment/now...now.../also pr. [yi1 hui3 r5],Group 45
意见,意見,yì jiàn,yi4 jian4,2,二级,"idea/opinion/suggestion/objection/complaint/CL:點|点[dian3],條|条[tiao2]",Group 45
一路平安,一路平安,yí lù píng ān,yi2 lu4 ping2 an1,2,二级,to have a pleasant journey/Bon voyage!,Group 45
一路顺风,一路順風,yī lù shùn fēng,yi1 lu4 shun4 feng1,2,二级,to have a pleasant journey (idiom),Group 45
以上,以上,yǐ shàng,yi3 shang4,2,二级,that level or higher/that amount or more/the above-mentioned/(used to indicate that one has completed one's remarks) That is all.,Group 45
意思,意思,yì sī,yi4 si1,2,二级,"idea/opinion/meaning/wish/desire/interest/fun/token of appreciation, affection etc/CL:個|个[ge4]/to give as a small token/to do sth as a gesture of goodwill etc",Group 45
以后,以後,yǐ hòu,yi3 hou4,2,二级,after/later/afterwards/following/later on/in the future,Group 45
已经,已經,yǐ jīng,yi3 jing1,2,二级,already,Group 45
以前,以前,yǐ qián,yi3 qian2,2,二级,before/formerly/previous/ago,Group 45
以外,以外,yǐ wài,yi3 wai4,2,二级,apart from/other than/except for/external/outside of/on the other side of/beyond,Group 45
以下,以下,yǐ xià,yi3 xia4,2,二级,that level or lower/that amount or less/the following,Group 45
以为,以為,yǐ wéi,yi3 wei2,2,二级,to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.),Group 46
一部分,一部分,yī bù fèn,yi1 bu4 fen4,2,二级,portion/part of/subset,Group 46
一生,一生,yī shēng,yi1 sheng1,2,二级,all one's life; throughout one's life,Group 46
一直,一直,yì zhí,yi4 zhi2,2,二级,straight (in a straight line)/continuously; always; all the way through,Group 46
椅子,椅子,yǐ zi,yi3 zi,2,二级,"chair/CL:把[ba3],套[tao4]",Group 46
阴,"陰,隂",yīn,yin1,2,二级,variant of 陰|阴[yin1],Group 46
银行,銀行,yín háng,yin2 hang2,2,二级,"bank/CL:家[jia1],個|个[ge4]",Group 46
银行卡,銀行卡,yín háng kǎ,yin2 hang2 ka3,2,二级,bank card/ATM card,Group 46
音节,音節,yīn jié,yin1 jie2,2,二级,syllable,Group 46
阴天,陰天,yīn tiān,yin1 tian1,2,二级,cloudy day; overcast sky,Group 46
因为,因為,yīn wèi,yin1 wei4,2,二级,because/owing to/on account of,Group 46
音乐,音樂,yīn yuè,yin1 yue4,2,二级,"music/CL:張|张[zhang1],曲[qu3],段[duan4]",Group 46
音乐会,音樂會,yīn yuè huì,yin1 yue4 hui4,2,二级,concert/CL:場|场[chang3],Group 46
应该,應該,yīng gāi,ying1 gai1,2,二级,ought to/should/must,Group 47
影片,影片,yǐng piān,ying3 pian1,2,二级,a copy of a film/film; motion picture; movie/CL:部[bu4],Group 47
影响,影響,yǐng xiǎng,ying3 xiang3,2,二级,influence/effect/to influence/to affect (usually adversely)/to disturb/CL:股[gu3],Group 47
英文,英文,yīng wén,ying1 wen2,2,二级,English (language),Group 47
英语,英語,yīng yǔ,ying1 yu3,2,二级,English (language),Group 47
永远,永遠,yǒng yuǎn,yong3 yuan3,2,二级,forever/eternal,Group 47
又,又,yòu,you4,2,二级,(once) again/also/both... and.../and yet/(used for emphasis) anyway,Group 47
有点儿,有點兒,yǒu diǎn ér,you3 dian3 er2,2,二级,slightly/a little/somewhat,Group 47
友好,友好,yǒu hǎo,you3 hao3,2,二级,friendly; amicable/close friend,Group 47
有空儿,有空兒,yǒu kòng er,you3 kong4 er,2,二级,erhua variant of 有空|有空[you3 kong4],Group 47
游客,遊客,yóu kè,you2 ke4,2,二级,traveler; tourist/(online gaming) guest player,Group 47
有人,有人,yǒu rén,you3 ren2,2,二级,someone/people/anyone/there is someone there/occupied (as in restroom),Group 47
有意思,有意思,yǒu yì sī,you3 yi4 si1,2,二级,interesting/meaningful/enjoyable/fun,Group 47
油,油,yóu,you2,2,二级,"oil/fat/grease/petroleum/to apply tung oil, paint or varnish/oily/greasy/glib/cunning",Group 47
鱼,魚,yú,yu2,2,二级,"fish/CL:條|条[tiao2],尾[wei3]",Group 48
语言,語言,yǔ yán,yu3 yan2,2,二级,"language/CL:門|门[men2],種|种[zhong3]",Group 48
院,院,yuàn,yuan4,2,二级,courtyard/institution/CL:個|个[ge4],Group 48
原来,原來,yuán lái,yuan2 lai2,2,二级,"original; former/originally; formerly; at first/so, actually, as it turns out",Group 48
愿意,願意,yuàn yì,yuan4 yi4,2,二级,to wish/to want/ready/willing (to do sth),Group 48
原因,原因,yuán yīn,yuan2 yin1,2,二级,cause/origin/root cause/reason/CL:個|个[ge4],Group 48
院长,院長,yuàn zhǎng,yuan4 zhang3,2,二级,the head of an institution whose name ends in 院[yuan4]/chair of a board/president of a university/department head/dean/premier of the Republic of China/CL:個|个[ge4],Group 48
院子,院子,yuàn zi,yuan4 zi,2,二级,courtyard/garden/yard/patio/CL:個|个[ge4]/(old) servant,Group 48
月份,月份,yuè fèn,yue4 fen4,2,二级,month,Group 48
越,越,yuè,yue4,2,二级,to exceed/to climb over/to surpass/the more... the more,Group 48
越来越,越來越,yuè lái yuè,yue4 lai2 yue4,2,二级,more and more,Group 48
月亮,月亮,yuè liàng,yue4 liang4,2,二级,the moon,Group 48
云,"云,雲",yún,yun2,2,二级,cloud/CL:朵[duo3],Group 48
运动,運動,yùn dòng,yun4 dong4,2,二级,to move/to exercise/sports/exercise/motion/movement/campaign/CL:場|场[chang3],Group 48
咱们,咱們,zán men,zan2 men,2,二级,we or us (including both the speaker and the person(s) spoken to)/(dialect) I or me/(dialect) (in a coaxing or familiar way) you/also pr. [za2 men5],Group 48
咱,"咱,偺,喒",zán,zan2,2,二级,variant of 咱[zan2],Group 48
